有生之日责当尽,14,有生之日责当尽，
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,8600123.2378145587,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8629907.4820910655,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,8652843.2459263429,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,8656710.5147725493,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,8656710.5147725493,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,8743288.4859248921,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8774048.0174539108,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,8798118.9168906864,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,8827509.981321333,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,8884526.3094529547,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,8888181.2708751615,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,8892902.7942252271,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,8914407.18187516,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,8916897.1143425107,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,8929385.7106588427,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,8951784.1556614079,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,8977645.3968252521,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,8983209.2961783167,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,8997414.1643592007,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,9011099.0228990614,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,9086758.8218517397,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,9108784.3555100393,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,9116307.9975381028,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,9151260.2574221957,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,9178016.4743464943,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,9178124.3490025774,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9207357.8372930344,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,9263978.3777670544,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,9281746.1059986055,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,9287353.7995597515,0.14285714285714285
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,9322820.8781656753,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,9324859.2384307142,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,9332678.7766025756,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,9336549.3986401577,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,9356385.2595812343,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9365099.7590763178,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,9476889.070721209,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,9487036.3198401481,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,9528097.6468193084,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,9528097.6468193084,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,9548568.0544148162,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,9557089.5046485327,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,9567674.5669199042,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,9639844.4573869277,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,9701873.54663275,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,9714230.0915057119,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,9750124.9474258088,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,9751865.0781891663,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,9757115.7960451338,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,9799369.6763223819,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,9863300.0508600082,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,9880344.5167766865,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,9919529.4997885711,0.2857142857142857
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,9978252.4113271944,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,10035647.013465159,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,10038653.816780891,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,10107758.873552589,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,10151386.834199676,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,10158806.297279883,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,10188923.480228394,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10226088.064243972,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,10226820.747498747,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,10232840.493970767,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,10272631.037713256,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,10303449.087061243,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10422996.354301019,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,10446733.404041532,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,10571804.282823604,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,10635942.72357484,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,10670275.31891896,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,10811919.865749646,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,10830127.426801385,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10881099.474678079,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,10977330.051035961,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,11010266.63094599,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,11084035.576865291,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,11214756.661876773,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,11247455.854273325,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,11312548.499430727,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,11340118.358787848,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,11340796.96509639,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,11447491.831269411,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,11505617.469247676,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,11516526.33259066,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,11566562.757374287,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,11643524.908208918,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,11721466.786922416,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,11763071.532136284,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,11796851.447266292,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,11826436.680497009,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,11898035.618699919,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,11910613.819768054,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,11989157.535376482,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,12026203.983368091,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,12053182.758890832,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,12073548.123584155,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,12192570.284700043,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,12342007.559573516,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12383864.269947968,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,12471493.477952383,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,12482908.253879208,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,12519943.980609674,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,12716575.777635656,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,12735767.767751329,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,12738810.20132315,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,12740522.419259017,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,12785969.623506328,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,12869159.390484991,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,12900911.031499177,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,12923711.757538669,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,12949223.476510778,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,13023488.553337166,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,13023488.553337166,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,13036618.505989984,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,13037672.369258603,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,13049864.835487785,0.2857142857142857
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,13147653.105562782,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,13253892.370369406,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,13297755.974443577,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,13376761.821421957,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,13421741.676033914,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,13436526.859069694,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13552281.70888757,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,13552713.9193596,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,13632193.449938623,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,13649985.824382318,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,13659917.133850915,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,13729353.080578336,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,13750361.569150759,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,13761408.17794228,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,13873511.421429809,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,13966513.006778101,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,14006047.794742094,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,14023466.128659165,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,14073241.000376906,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,14313549.261732053,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,14345608.968447287,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,14393630.742388135,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,14406106.267793335,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,14727509.340703601,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,14807527.188451633,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,14836761.316510826,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,14886014.197144153,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,14903065.438514059,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,15050094.161002846,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,15126934.164872743,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,15195528.614061821,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,15201320.378646882,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,15328612.426364999,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,15348234.541410867,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,15381153.875503171,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,15421279.42088671,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,15626566.859978121,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,15751526.463701168,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,16017557.254823819,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,16236393.533760751,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,16404091.583136221,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,16475862.889307117,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,16475862.889307117,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,16534291.873732703,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,16678382.509803174,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,16685889.836608058,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,16785051.172048606,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,16881780.780933555,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,16894054.448935375,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,17069562.783649862,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,17840375.679640803,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,17953919.273516711,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,18666212.015565682,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,18666212.015565682,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,18875648.604042556,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,19170022.96326074,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,19658779.445370402,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,21392064.286153357,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,22556952.397086874,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,24101804.797366727,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,24339860.872322649,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,24778151.725391679,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,25010692.509783454,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,28073359.355001036,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,561035501.10674226,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,670245200.83285856,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,676232377.13662553,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,721214697.48107934,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,738665146.32222426,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,744527611.56394827,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,750296506.88562858,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,760908214.05305064,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,763686916.69392455,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,767556330.71447051,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,768279399.96132684,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,768838951.12516081,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,789702853.82798016,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,797995508.73354101,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,808536989.78229988,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,811114556.24964952,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,828817861.88383675,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,834315992.75190151,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,851937167.49210823,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,853917252.64436412,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,858179755.74337208,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,858259263.48891592,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,862879990.6155256,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,865674862.42193341,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,878605486.7562269,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,914597826.25989699,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,935531630.38120687,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,954647909.02898109,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,960530683.37848556,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,964443902.23938179,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,984906529.1480006,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,986169786.78466606,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,998733599.31578135,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,1003901411.204765,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,1033192204.3421098,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1054305899.1927162,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1058513062.7945868,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1059802677.8810887,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,1069954588.8240418,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1084248602.8571749,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,1086359521.6958435,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,1106788427.1140885,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1109251294.7246699,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1113504125.9445293,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1115376721.6430554,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,1118279517.6822455,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1126604089.2382095,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1142522248.2357721,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1143032816.8627119,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,1147164504.1198425,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1160264207.7065394,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,1166511309.0420568,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,1178011088.840308,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,1187228987.4425917,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1189588878.6591842,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,1196801085.9901934,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,1200878110.5259709,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1205048952.1179497,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1211015615.5465028,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1246363731.7983305,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1257762905.9297953,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1268160240.575691,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,1269782987.737689,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1271351455.9118407,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1289987725.2571647,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1291323469.7905188,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,1291828401.9934485,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1308784240.2087283,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,1311515193.8324192,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1323982103.9772446,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1336401007.3524408,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1340884935.1576586,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,1347147438.3108299,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,1358149425.6445067,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1361750780.7821023,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1366661014.2269671,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1368197175.7581451,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1373762977.8593829,0.0
