番王小丑何足论,2,番王小丑何足论，
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,10995755.047531065,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,11059193.688537443,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,11065067.167119041,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,11085657.386873048,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,11117495.647391586,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,11174683.683666848,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,11189950.465867862,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,11225634.070843909,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,11227698.905602016,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,11231123.940020928,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,11263181.156539083,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,11303009.950485392,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,11313339.387183642,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,11378546.468932457,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11410066.968849132,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11414199.963147286,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,11546426.703521792,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,11572478.61335798,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11588825.750245618,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,11589336.940280588,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,11594444.920523668,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,11606892.7530865,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11620153.544434441,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,11628541.39066208,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,11632700.511131182,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,11671667.915833099,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,11742593.159289669,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,11751173.478510035,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,11758859.700109327,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,11776024.994423447,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,11802564.629681697,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,11812182.290042995,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,11823251.36296148,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,11873810.058928061,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,11896947.772618279,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,11905192.404651098,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,11997264.907296181,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,12027278.803653335,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,12036988.047641378,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,12062715.277970148,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,12103622.761461513,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,12206524.711534206,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,12221321.774579924,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,12269826.059036238,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,12296164.019310951,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,12309894.674450753,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12375558.224383181,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12494054.640884461,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12516258.6105009,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,12662892.006105205,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12690713.917621298,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,12705496.648742471,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,12767925.528687468,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,12872902.884380393,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,12912572.913494386,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,13102834.801431457,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,13130940.867977159,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,13200912.216842853,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,13251457.285235438,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,13281774.172400702,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13310958.030985147,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,13319925.832478883,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,13331654.812121391,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,13339149.718795367,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,13453248.565819828,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,13461944.590503702,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,13538830.025724187,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,13563123.393039415,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,13566288.401205355,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,13579919.946312845,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,13623291.828223497,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,13624593.688808789,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,13645873.895699969,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,13674706.147740953,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,13733539.130104035,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,13755395.868841726,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,13893747.647603016,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,13939790.902051926,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,13959525.111117579,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,13970651.771217367,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,14005443.118953723,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,14017109.703726916,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,14030421.934934719,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,14041308.507997261,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,14057814.241537564,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,14138420.979492992,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,14206376.080195256,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,14209366.332970766,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,14285783.772899991,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,14310709.788923519,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,14337918.031425931,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,14345209.857171144,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,14362836.850750219,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,14365762.69465724,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,14369158.196430912,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,14386220.872191805,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,14387633.522324553,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14452429.421063624,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,14491379.229439834,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,14588985.663844112,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,14652654.290089469,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,14692972.747411977,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,14718860.905021589,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,14776822.782258842,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,14798617.75550393,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,14867473.483511318,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,14903241.81295827,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,14939840.433010865,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,14981608.39571882,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,14986996.602299735,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,15012819.900155025,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,15109857.994585073,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,15118685.732544491,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,15288685.003643988,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,15309984.125109335,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,15327778.2556515,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,15358981.247084562,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,15534466.47251929,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,15570169.279929126,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,15644925.3875998,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,15656251.050203364,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,15843143.990263544,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,15984859.394939121,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,15992028.766618812,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,16001721.621336769,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,16107292.362547239,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,16110887.441235924,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,16120999.423566587,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,16151230.565077152,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,16159065.2777528,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,16160276.264492834,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,16343213.96156114,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,16380112.486869754,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,16393617.063432256,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,16560572.994815316,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,16677601.234413369,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,16770744.850450633,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,16865038.252039853,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,16889993.68318196,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,17060656.624197677,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,17060807.413779672,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,17099766.139865816,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,17111752.385953203,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,17135881.098821715,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,17293290.914556224,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,17316914.802867796,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,17366974.507103555,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,17484678.167700544,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,17550402.232542712,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,17561603.374777626,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,17900984.4089971,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,17949155.638035465,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,17967473.391450755,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,18452372.190846957,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,18477162.046825044,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,18903113.056354143,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,18956326.757560533,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,19178647.588057529,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,19251463.350819618,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,19301366.067512758,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,19712939.200471114,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,19807586.442019638,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,19879200.361301158,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,20006818.309822779,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,20037094.123399254,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,20622938.163458142,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,20945386.887298584,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,20963394.586357947,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,21971368.783133451,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,22907467.958631132,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,23509695.499662489,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,24950982.176309861,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,29134564.953392357,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,30464109.3832254,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,32025402.243117418,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,37658432.426244445,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,101772697.42872897,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,123673524.75645021,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,126969570.90864022,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,135361611.42102885,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,162160968.67839649,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,173911839.8497262,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,178345586.67415372,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,182107817.31575996,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,187370033.12145531,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,196779896.77416,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,205160558.75408587,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,205943074.88535228,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,211919844.89015427,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,215121783.8302137,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,220619667.9708015,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,222943947.58142227,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,223995161.98843405,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,226427973.42262176,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,229211188.95479968,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,230786821.3156147,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,235165954.44698071,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,237953125.20378321,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,239984680.39949161,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,243775867.24461284,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,244692146.1314798,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,245964971.13272831,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,246212406.30129486,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,250359574.07565311,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,253235999.43291369,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,254621901.59966838,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,257428026.55228853,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,257556713.34181401,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,257891515.35451987,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,260921923.72426894,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,261687812.63524425,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,262025679.80571473,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,266846859.61292911,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,268236091.13753715,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,269150497.71279097,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,269611840.26216048,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,269899143.32976353,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,270291380.24797416,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,272024916.56001014,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,272827829.22431904,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,273722908.88354766,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,274374254.2871455,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,277770986.75378889,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,281094156.08183092,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,282712245.90657908,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,283189704.05891961,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,286269494.39840394,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,287103897.78812248,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,288431926.95495403,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,289803672.41147345,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,289994988.69543093,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,290524160.0284645,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,294078248.72788769,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,294817023.99893248,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,296327591.29494876,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,303430619.36662793,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,304491690.80878204,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,312268464.83930588,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,312290837.67689872,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,313225185.45116675,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,314406545.85264492,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,315619207.81396335,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,316225408.05435401,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,317114513.12250912,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,319994516.42144746,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,320859186.01600754,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,321037856.60721695,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,321520309.98802435,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,323734171.65470159,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,326418586.41758311,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,326872088.56931084,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,328574380.63459665,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,328574380.63459665,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,329384073.00154728,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,329986136.18213099,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,330408281.79770654,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,331626021.11672181,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,333584253.92596149,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,334173769.51832628,0.0
