为什么鲛珠化泪抛,0,为何鲛珠化泪抛？
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,8068178.6719114361,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,8085265.4432878196,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,8110722.0337914927,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,8136508.8425180437,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,8146829.2703667814,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,8157632.4967671819,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,8159600.3733582217,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,8222939.0844271211,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,8229481.6357101435,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,8238111.8447608836,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,8263892.7863524845,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,8265346.0331565142,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,8271388.5383858802,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,8276758.1510354513,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,8277128.600894901,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,8288649.8953553867,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,8294495.119308616,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,8309007.6865154812,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,8330517.640600103,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,8334339.4216691274,0.125
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,8359627.2051693881,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,8367450.5269525908,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,8393751.9434192162,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,8398055.1978304423,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,8408619.3721482791,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,8477453.354671061,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,8553182.2987855487,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,8553182.2987855487,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,8558679.6479936931,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,8569145.9464139305,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,8586574.9329510834,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8715527.4494923837,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,8730561.8379515838,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,8730561.8379515838,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8745553.0217863973,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,8756732.813252667,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,8806468.5800584704,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,8807925.7638133951,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,8808671.0528760981,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,8861488.0441314559,0.125
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,8876928.2477532793,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,8911702.5423338674,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,8922150.8983490448,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,8933898.7912575528,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,8944665.4043485075,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,8976025.8072511256,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,9005934.3779490013,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,9030075.0150096901,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,9031502.7725589778,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,9036183.9829947893,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,9136303.884435121,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,9142354.416431183,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,9145596.3249007072,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,9164526.1062120274,0.125
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,9193554.8804231733,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,9195507.1884190105,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,9210382.0606641248,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,9214173.7212692387,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,9259826.0401971303,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,9296537.457110038,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,9344068.2578385025,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9344622.1664832849,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,9347956.438989209,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,9357214.7909581047,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,9408415.0838673078,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,9431169.4298320264,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,9486431.6369954031,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9512412.9363717306,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,9602355.753077358,0.125
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,9629311.056234844,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,9664212.8281024098,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,9695522.7916447874,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,9725450.8917035218,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,9736571.5723450705,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,9785547.3103424963,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,9802318.0573294219,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,9820815.1175723113,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,9824411.4245087318,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,9866056.4240123387,0.125
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,9896698.2902233396,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,9902629.4475579895,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,9904886.8110495452,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,9917418.9857601617,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,9955860.813372802,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9959012.3825575449,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,9970766.2486680634,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,9973244.2877523676,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,10019291.886987519,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,10043203.382439459,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,10050055.760601902,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,10073573.81372289,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,10106984.152474472,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,10136663.99867101,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,10161740.569409069,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,10215145.384616099,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,10220552.809068806,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,10232547.751675254,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,10255151.462253781,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,10261840.213343654,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,10327970.938618574,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,10343014.643343635,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10357703.129124263,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,10392589.756545592,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,10396638.764020255,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,10414525.976224357,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10418979.138352705,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,10430232.936194737,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,10433680.170302913,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,10448001.353622457,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,10463581.68612955,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,10540151.535085799,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10589745.790786782,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,10594894.010782808,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,10624662.896022083,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,10628246.643322822,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,10644462.486872211,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,10658841.420126196,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10698453.274222085,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,10742976.468249677,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,10767377.39062003,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,10808054.554928377,0.125
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,11158957.413553523,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,11162004.682910329,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,11261776.541903844,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,11270423.734875916,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,11410097.009692661,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,11484064.623131998,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,11626304.019473642,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,11626304.019473642,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,11679891.624935191,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,11692547.962264858,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,11792132.830506677,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,11864302.538586596,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,11910000.363407433,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11912585.363873024,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,11913374.633852003,0.25
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,11938071.870029524,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,11996276.658543658,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,12029964.542400716,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,12067267.53792681,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,12156727.482803905,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,12401907.580058169,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12459477.197074,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,12644959.239011278,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,12717428.033466564,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,12882784.031599237,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,13152126.879597256,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,13171565.246715728,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,13425233.891442643,0.125
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,13550422.841850383,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,13652102.637851046,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,13707667.608391093,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,13743923.276761344,0.125
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,13811463.551664887,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,13956857.915236797,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,14046843.856422229,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,14327190.237218143,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,14693978.166225681,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,14722466.598920466,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,14988126.247199263,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,15155150.927774981,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,15155150.927774981,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,15216863.384883033,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,15304990.429321755,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,15319149.70907269,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,15364932.874614295,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,16884926.723850939,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,16966490.678244416,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,17542384.847002529,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,17559955.224733204,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,17820472.298634127,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,17897454.992567398,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,18866336.370652858,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,19366648.989195619,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,21548823.670068897,0.25
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,26035768.037404314,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,35203653.854054518,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,35203653.854054518,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,36038899.182663657,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,37026938.514605366,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,39233068.825726211,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,42498397.216932349,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,45106330.33216738,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,46232601.961655848,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,46321029.680596769,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,46413676.102076687,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,46441572.560282379,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,46518103.324569508,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,46856754.809166357,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,47523867.09478908,0.125
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,47645464.681527734,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,47696791.433386959,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,48305430.599410847,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,48677467.460617505,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,48711718.685825154,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,48859533.734957747,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,48998215.349411644,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,49180621.239914611,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,49372087.01727213,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,49692461.685206346,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,49802140.894915178,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,50184287.989320815,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,50816051.158195063,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,50983443.306382515,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,51114411.838560127,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,51492608.814101003,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,51617622.690891325,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,51696404.033474535,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,51713912.595058717,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,51736572.731268696,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,52094382.053746678,0.125
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,52567469.861494474,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,52819012.855256997,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,52892341.415341146,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,52938593.14026273,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,53159764.431770571,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,53968490.589691058,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,54137049.111373819,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,54188681.130013049,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,54291467.509660318,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,54468304.601801969,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,54546054.892931186,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,55536516.969418943,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,55782251.488058828,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,55977017.295696229,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,55981576.079306148,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,56059640.260222614,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,57033836.92978318,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,57367016.351273693,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,58384252.889374867,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,58458988.10156969,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,59127052.25113409,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,59175693.553738721,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,59205568.085182227,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,59435985.279324219,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,59608535.445299976,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,59625547.638709232,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,59720032.428433411,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,59857805.764921904,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,60097780.304910153,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,61303005.608983047,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,61624953.291083328,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,61659393.753653035,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,62108415.627862275,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,62184556.758783385,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,62291913.493354179,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,62381024.258970611,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,62406712.050729752,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,62406712.050729752,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,62643733.815125495,0.125
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,62667964.517449297,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,62755590.767919801,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,62810238.328866109,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,63043164.339918837,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,63209874.262878321,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,63448360.387959339,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,63618078.312815212,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,63813046.570187278,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,63841540.337230422,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,64088193.520060606,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,64102722.102973752,0.0
