番王小丑何足论,2,番王小丑何足论，
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,11269563.355986774,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11276758.616399512,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,11313596.681275481,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11315346.481116856,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,11316112.553576734,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,11332429.849063642,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11345070.039884804,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,11369807.056124281,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,11370275.694637012,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,11370275.694637012,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,11410147.601625042,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,11421456.222098792,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,11440753.044806121,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,11450701.916012662,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,11463941.745672902,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,11512596.294412684,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,11542761.178306716,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,11550108.103633473,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,11551418.151713608,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,11555333.901223168,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,11570402.14762567,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,11594443.647593288,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11602921.294582123,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,11622360.14085464,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,11634292.270927871,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,11650296.100391291,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,11650560.766064765,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,11666878.899189351,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,11695804.385560008,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,11785669.501458565,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,11814064.697862273,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,11847374.729500126,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,11867344.292336872,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,11875750.484855128,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,11884440.702708466,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,11945051.885991508,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,11999586.113915691,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,12017259.491713542,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,12120894.908841891,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,12121574.068590261,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,12135201.325322988,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,12159952.192260919,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,12181074.594974874,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,12188239.77132968,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,12240194.248159958,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,12333497.594954833,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,12360974.126851549,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,12375147.549609303,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,12379382.436496783,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,12487676.121714974,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12594853.870395057,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,12675128.188062662,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,12886676.366300635,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12888000.478983361,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,12954674.152339848,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,12970311.571018513,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,12999693.153166484,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,13033679.86938546,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,13057286.535495462,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,13107950.922100572,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,13133131.645741101,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,13316414.276226873,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,13334001.546494054,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,13436828.679946428,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,13438444.345083321,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13470634.351862991,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,13476888.307951188,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,13478707.253241632,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,13502595.909072572,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,13521623.78580562,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,13583933.218790209,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,13612072.513255246,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,13675063.103777278,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,13708952.423291756,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,13744506.941108117,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,13757700.806378331,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,13766292.138133921,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,13780861.921981547,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,13891661.511117315,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,13937206.287786851,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,13971252.700552484,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,13997478.011178665,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,14035719.686720736,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,14037633.81276161,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,14185505.285417659,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14222439.817294912,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,14256524.463680809,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,14281921.090662392,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,14347739.278038016,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,14424889.815460177,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,14428367.037983984,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,14484075.642471716,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,14513596.660937425,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,14530561.066661667,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,14580385.208677767,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,14619553.686616933,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,14650687.069665052,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,14666918.144503571,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,14669984.304403754,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,14672301.424477354,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,14749856.178378981,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,14781292.452121343,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,14814236.502931319,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,14881621.23767695,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,14985311.840913272,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,14990813.308068153,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,15028259.806564296,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,15050744.210263174,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,15061898.60947674,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,15127914.188966872,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,15130149.291131806,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,15147803.627136426,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,15157900.252091583,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,15268226.320434704,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,15347056.824106699,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,15746070.641496485,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,15828345.386697171,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,15864424.083723471,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,15867791.555624386,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,15871572.519759886,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,15963483.477116818,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,15980760.902377555,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,16130182.94292785,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,16282247.465250608,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,16325754.339879669,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,16417712.052618824,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,16431479.999863753,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,16503296.993415214,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,16526099.103685619,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,16623279.965358976,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,16644900.787568416,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,16666783.025823442,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,16673315.454255968,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,16709808.990975184,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,16905091.919857439,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,17074133.616685901,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,17090745.796189696,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,17123143.101390745,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,17158172.707029887,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,17245833.978341527,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,17415549.022722054,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,17461692.122967068,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,17547472.496416356,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,17575726.254313331,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,17670540.039460383,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,17737651.990645684,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,17780613.485519521,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,17881923.307760455,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,18065696.622372653,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,18087605.040677648,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,18183984.252356414,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,18199566.243761841,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,18258449.224130925,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,18309346.236855291,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,18496105.94870612,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,18498453.387572102,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,18594693.25792031,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,18994768.100586504,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,19772433.849093676,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,19783302.426505938,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,20116068.554497641,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,20150051.956176374,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,20213177.644952055,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,20473848.517228827,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,20962207.078573536,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,21544399.216504984,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,22042244.496844769,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,22087381.326436576,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,22176972.559867233,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,22333897.132206574,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,22542192.29788674,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,23017474.079063419,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,23812390.403020024,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,30916420.040716577,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,30935664.415303055,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,31407357.723745875,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,38184278.220033742,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,540420523.28432035,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,807172477.94707465,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,837340440.46559048,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,844343719.28497672,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,863953015.79352665,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,981010237.66964996,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1029692339.625899,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,1038325442.4082286,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,1058300531.7781793,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,1081477849.5076311,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1111971379.5286303,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,1112880870.625922,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1183987035.6085353,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,1204773467.6634746,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,1223232146.9328954,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,1235263236.4041328,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,1285887720.3737459,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1295793512.879185,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1381523312.200491,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,1413604332.2699358,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1426004068.0554841,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,1427137583.9744062,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,1430629708.008791,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,1431720307.0939298,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1432259839.448705,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1449775533.2716224,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,1455112550.1107898,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1455649435.6686015,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,1460662651.7145813,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,1482291362.3928607,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,1490973745.7527556,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1521247753.0333552,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1532402655.6156623,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1545966572.6906757,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1581906633.1493688,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1585378760.8061173,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,1609570649.1002769,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,1613468486.5818768,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,1627837365.8182433,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1636695870.6650696,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,1655341883.5422726,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,1673188699.9241905,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,1675905017.7514162,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1677812962.9245801,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1679876697.8142946,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1682656735.2571852,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1687454694.9213281,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1709075603.6412294,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,1710701704.6329229,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,1723090458.7722003,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,1736556681.1244707,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1778846672.6290894,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1782994133.6278529,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1800800345.1361954,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1815003283.5866077,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1829107919.0438876,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1843545398.0127771,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1851435168.207231,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1856362628.9630425,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,1868354592.2619047,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,1878952709.5754669,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1914856956.9926293,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,1917323829.5683932,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,1943942618.703378,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,1970651535.3049848,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,1992997489.788934,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1999422862.1781971,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1999731067.5679703,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,2002456391.8815725,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,2005709776.3451359,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,2008888563.7689722,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,2010493820.0406072,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,2012620918.8938203,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,2013164088.1153691,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,2026760688.6874576,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,2039613704.5903115,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2043859393.0598083,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,2051563533.0984623,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,2053546107.5295119,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,2071559916.3326378,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,2071559916.3326378,0.0
