有生之日责当尽,7,有生之日责当尽，
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,9310617.4961406719,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,9318819.9288799874,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9393200.3690957278,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,9407406.1750843935,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,9463813.2568854,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,9522245.8738190383,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,9525477.185221076,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,9572378.9667149782,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,9573281.6171434931,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,9628948.4610659052,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,9649399.2312308494,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,9675573.6672683861,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9726451.243581811,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,9812146.4570137486,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,9843220.7883684356,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,9861872.7147807851,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9900667.8977559581,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,9937181.4031776637,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,9942741.954426039,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,10010819.313475199,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,10026408.049749628,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,10072703.939495305,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10109913.100947522,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,10229565.933797743,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10324539.992480453,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,10365854.141671948,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,10392529.546082916,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,10395143.028094746,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,10400702.7104191,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,10421849.802085411,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,10422663.80757411,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,10500394.180343537,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,10531428.322379528,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,10553320.551052039,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,10595884.405166285,0.2857142857142857
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,10602980.644709172,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,10606847.044260394,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,10650077.950963125,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,10711615.845785003,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,10711615.845785003,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,10787374.088915912,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,10788216.927053064,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,10788932.561168354,0.14285714285714285
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,10794064.630201938,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,10801723.175182883,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10833754.794893626,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,10867505.309645155,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,10872288.708485426,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10968765.890192008,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,10992523.840057209,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,11069122.094757441,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,11090585.982955437,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,11121635.113632893,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,11195202.880951073,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,11198271.450290641,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,11209651.031222703,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,11253664.552767077,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,11377152.284603696,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11404589.036843436,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,11416444.265460027,0.2857142857142857
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,11497589.123864608,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,11680786.494556723,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,11714840.533376461,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,11802831.64251801,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,11835577.740616847,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11882056.331696261,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,12005214.33081465,0.14285714285714285
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,12078752.614959592,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,12094502.967713054,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,12124415.644122818,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,12184972.058003329,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,12192370.116660587,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,12343049.192902053,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,12393680.620992264,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,12525257.028111793,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,12528812.4397726,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,12737756.866336307,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,12757542.67970307,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,12851996.581776138,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,12853719.297845704,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,12862299.521731908,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,12907288.73122875,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,12943942.6193786,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,12972664.203717098,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,13026529.042597516,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,13043520.265138596,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,13070710.329498032,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13076064.855491191,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,13096456.633846307,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,13133139.162970005,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13179968.310423598,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,13327135.77405774,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,13350166.000712367,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,13367760.508855158,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,13419302.477684112,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,13482013.126980074,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,13488161.514005067,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,13488161.514005067,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13512876.451829212,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,13746230.07427258,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,13817827.871878132,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,14000735.794313246,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,14056547.898278896,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,14232209.912902441,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,14283454.43819027,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,14446978.131324915,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,14570596.600934712,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,14632825.240876261,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,14651471.266303003,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,14717351.722115567,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,14817362.577676782,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,14901739.330400592,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,15133317.770565888,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,15148583.891217612,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,15162998.967247725,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,15173624.902834643,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,15491836.61906256,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15559514.440279033,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,15634313.0153908,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,15696992.320851948,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,15711010.367711801,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,15761763.537006265,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,15822327.394656688,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,15877403.176596886,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,15902186.750730803,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,15916783.042067744,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,15926066.939955305,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,15976458.540742319,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,16080371.470098792,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,16081884.279207274,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,16088896.433979508,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,16163271.424009372,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,16200319.943937657,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,16215854.27571192,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,16355557.471985213,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,16490379.656731701,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,16501166.422711955,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,16555798.764590006,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,16558390.861834306,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,16581914.718201187,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,16644484.248451559,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,16834683.665890422,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,16901408.78115515,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,17002918.73256826,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,17204831.395549733,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,17215451.015223034,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,17323010.278376546,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,17806321.003913108,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,17822269.677427068,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,17873768.561362404,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,17926466.559474073,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,17967549.152158022,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,17994377.335152473,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,17994377.335152473,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,18136024.654827595,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,18320243.791003022,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,18336537.860580727,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,18388740.930674449,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,18562360.187804088,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,18734582.319661234,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,18935005.940403994,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,19393591.098822739,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,19969102.91930306,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,20213503.853308529,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,20561985.061903294,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,20564800.660033144,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,21007151.817725021,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,21273559.496646497,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,21490372.424427055,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,21693200.027198274,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,21693200.027198274,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,21854347.3495952,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,21944514.665071465,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,25575041.03650976,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,26248800.489450887,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,27435843.505899083,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,28427420.712465048,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,29875718.346795075,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,29886751.600116357,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,32755755.558919519,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,1047169296.0084864,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,1397246640.85267,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1471444089.5991397,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,1512168318.2968295,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,1575758704.2886987,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,1578762419.1314518,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1690372503.5716357,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1832348471.147366,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1835413656.223922,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1836458060.1075683,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,1838150283.2430379,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,1858969119.294982,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1876782318.454154,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1880850711.5679927,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1916993440.2105989,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,1932960230.2820592,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1933496064.9191692,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1964606240.4262912,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,1966999610.8798575,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1982265727.9684384,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,2011786308.2665231,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,2023493894.885829,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,2024332438.2428379,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,2027561142.4505839,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,2053451385.668438,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,2062485788.5163853,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,2089988024.1858263,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,2137007050.8323002,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,2166603717.8701177,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,2225269791.6153102,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,2272391992.0485334,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,2286553952.1158867,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,2302872268.329268,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,2347461114.9814968,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,2366627676.5401201,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,2382903737.5334282,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,2400546069.6204715,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,2403862400.5351686,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,2405672980.9661727,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,2411533857.8903327,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,2419437646.8314886,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,2420985373.897687,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,2427510450.755959,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,2453252857.7601204,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,2453942167.3143625,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2477930192.0963883,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2544067515.0169954,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,2545409271.3645616,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2566182854.080771,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,2566293644.41366,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,2585527854.7557497,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,2609995603.7191839,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,2664629111.8523846,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,2674766009.5298519,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,2701143901.4476686,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,2726744930.4688535,0.2857142857142857
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,2747991311.7437067,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,2767655446.3537512,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,2797932479.833426,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,2801107710.6493473,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,2826974202.6269617,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,2863461708.4551616,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,2917593871.0041637,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,2940725845.9899993,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,2953411050.4939656,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,2957622365.7394185,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,3008025032.4646807,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,3036220947.3744464,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,3100859014.7808871,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,3164983685.143889,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,3198862611.9802065,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,3223469730.029675,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,3276870214.5228286,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,3291085745.7912359,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,3293308712.2614341,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,3293800159.0428386,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,3329479701.6501122,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,3333315780.885087,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,3336380217.0129099,0.0
