寸土怎能够属于他人,29,寸土怎能够属于他人。
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,8971364.069686655,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,8982827.6257589031,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,8999440.6671051905,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,9035628.4256466012,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,9037009.5129773039,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,9070011.7651657481,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,9113232.4264130984,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,9119893.1557410788,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,9143829.1712560058,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9170087.9864259381,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,9202228.9196808785,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,9223124.9699876402,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,9261261.5015231185,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,9267330.7762279008,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,9323845.4362680372,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,9353407.9306798037,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,9356698.7512214668,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,9452412.0568696596,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,9484445.9060527589,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,9513889.9246533532,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,9518683.6432959642,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,9563563.5307275783,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,9570577.8656045087,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,9570926.7884794381,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,9621626.4864637479,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,9672461.8131350949,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,9804678.4872051645,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,9832470.0619699154,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9837315.7506377287,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,9839026.3193849977,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,9873001.1807487514,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,9888298.6972811669,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,9893650.2280516252,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,9902569.5400469732,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,9914817.8784026895,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,9952231.5300842766,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,10005003.155680247,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,10032180.506183134,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,10077452.164123677,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,10115499.092216032,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10166210.111081669,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,10190692.04233549,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,10218586.431209447,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,10222315.693007199,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,10240432.506558314,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10269728.772609798,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,10276523.013950083,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,10276523.013950083,0.1111111111111111
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,10328188.758419823,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,10413022.250180224,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,10441999.752443375,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,10441999.752443375,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,10470339.535243217,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,10514157.501556998,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,10518347.977857701,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,10525151.346633017,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,10587494.065131517,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,10605529.067147858,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,10619371.980628494,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,10641977.297522908,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10692168.462224405,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,10692450.295359233,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,10846234.215021785,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,10890009.670450652,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,10928048.395505242,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,10947353.026705256,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11010921.853947306,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,11119162.598157411,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,11142341.516777141,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,11204699.92307977,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,11291619.522597903,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,11294880.638402224,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11338441.692333344,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,11369390.774207383,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,11389333.236582434,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,11435495.148386015,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,11449597.239295043,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,11467445.415368721,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,11469541.872431612,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,11498376.482766455,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,11550691.005185584,0.1111111111111111
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,11604619.186757475,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,11660747.802344551,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,11692285.286391161,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,11692615.18659726,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,11698062.831293559,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,11746390.519849274,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,11765095.753491618,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,11855181.175880967,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,11860746.128321415,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11898651.276070938,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11932700.176686974,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,11978284.732602021,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,11987232.183790904,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,12280246.682708677,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,12298539.736183153,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,12299550.750340639,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,12305551.061361345,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,12354850.971596964,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,12417857.686927188,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,12435067.972318823,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,12477876.067691153,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,12500459.403644817,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,12587679.777722882,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,12654667.405247202,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,12658984.484775119,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,12754724.912103487,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,12773447.464962939,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,12867699.474729188,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,12941246.015797852,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,13077305.348155569,0.1111111111111111
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,13111659.043463226,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,13176027.757661076,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13379641.770729732,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,13388444.89336542,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,13395639.443828084,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,13538284.635682775,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,13574139.356173689,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,13574139.356173689,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,13688070.200654855,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,13699993.173913509,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,13777176.029116265,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,13833066.24104256,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,13857348.791378289,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,13903067.696135731,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,13986813.556046372,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,14082310.831463313,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,14138472.627923436,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,14143468.941777116,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,14175300.629485337,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,14186182.379142363,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,14196521.877052698,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,14287201.957709404,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,14315170.921443922,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,14376690.514655402,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,14409424.875433078,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,14461409.727563001,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,14579447.282738641,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,14664212.369290832,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,14744503.162132494,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,14823479.729950305,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,14873900.984829195,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,15131450.781431554,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,15153953.967576763,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,15155455.602531791,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,15514752.753624048,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,15620161.517756049,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,15673126.50974011,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,15771059.779624885,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,15774748.719177408,0.1111111111111111
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,15805984.904351344,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,15836564.945334695,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,16035000.453456746,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,16068052.777313506,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,16276663.456287075,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,16284045.14102325,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,16284045.14102325,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,16576991.302362382,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,16717493.57677363,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,16889501.394448478,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,17053380.968613658,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,17173330.577652123,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,17209733.081470534,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,17230383.036406182,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,17256730.009662777,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,17275243.00885319,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,17547749.499059997,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,17615763.720885925,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,17684095.432688031,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,17995458.566747494,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,18160739.133773118,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,18232166.822586391,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,20207183.716500957,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,24360891.521476116,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,24476685.456689473,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,25124901.385104954,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,25665168.988409638,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,25794558.423063725,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,27220076.083876453,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,27575451.616236679,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,27578770.853377867,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,30643628.494713102,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,33203482.994092848,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,34238055.508647688,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,38004577.119337119,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,38850364.0404552,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,38850364.0404552,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,41105023.823275648,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,41917560.053185068,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,42343294.686626606,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,42624606.264026731,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,43711251.644347891,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,44691835.98438143,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,44778250.853810728,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,45911660.32733655,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,46041516.246227674,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,46512775.501963891,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,47205201.800087199,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,48149990.392267011,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,49323943.519209348,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,49869113.984997123,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,50287771.170681149,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,50299008.718307443,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,50344289.625318363,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,50415189.067229882,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,50432659.556431793,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,51927900.468722545,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,52395377.006369218,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,52490260.856654815,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,53692137.9114362,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,53820919.951276556,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,54438996.062051132,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,55269524.9540786,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,56392535.476709545,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,58296571.73615212,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,58493855.407159351,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,58769295.185791746,0.2222222222222222
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,58834853.222315595,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,58860432.327655837,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,59482370.316051528,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,59939041.833425291,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,59945164.524808496,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,60242667.800256491,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,61544491.779410087,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,62167886.80428157,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,62282237.36154478,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,62395324.116222225,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,63026179.663567014,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,63485845.65894904,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,63863207.460067205,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,64266372.790633038,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,64771428.85469155,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,64834397.485098131,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,64911890.697057404,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,65306875.087585568,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,65484415.07412041,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,65484415.07412041,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,66053084.975174993,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,66933049.894329436,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,67240160.639332876,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,67695493.690878391,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,67974771.165256605,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,68591026.121845812,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,68963291.006386653,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,69963243.733022034,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,70215523.81271331,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,70291692.088727146,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,70516497.475999102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,70516497.475999102,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,70758681.013045043,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,71548530.472091377,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,71736584.445202127,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,72237076.307780221,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,72659801.332047075,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,72731877.508119807,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,72786614.211486831,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,73005296.837755859,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,73057864.167180747,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,73247742.338309914,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,73432093.039625451,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,73699758.963870928,0.1111111111111111
