我一剑能挡百万的兵,0,我一剑能挡百万兵。
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,10570037.375831986,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,10624687.44806375,0.2222222222222222
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,10678686.311635522,0.1111111111111111
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,10692151.403302765,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,10700015.034331642,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,10705409.086190473,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,10706092.653200528,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,10706954.857693296,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10750965.824077804,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,10846076.538749021,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,10861282.47213308,0.1111111111111111
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,10884819.146491069,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,10901791.995331569,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10913148.577394234,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,10955270.31089632,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,10976878.271989023,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,10982628.03255428,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,11043153.272185562,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,11058364.052325012,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,11212196.94709496,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,11238402.490697011,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,11345786.915575376,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,11387905.00095655,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,11405795.709500913,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11416644.618089996,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,11455952.159796277,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,11481336.697341431,0.2222222222222222
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,11481336.697341431,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11522378.228841871,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,11526803.696794899,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11600920.870436696,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,11657275.912585346,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,11785525.282744722,0.2222222222222222
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,11830672.920036877,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,11868386.147721848,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,11883536.27046022,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11884337.131933061,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,11944291.537069101,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,12033102.708863566,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,12041358.708732819,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,12049984.18455936,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,12148084.403685097,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,12200464.693797607,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,12218452.544370383,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,12224689.5228428,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,12289586.73339087,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,12290857.24515084,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,12301190.339349844,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,12357074.863849826,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,12412966.859897619,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,12420909.673566187,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,12468452.98259666,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,12515647.840653399,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,12519963.765176378,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,12522522.80935723,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,12667438.702179193,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,12669756.417385101,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,12688806.350924738,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,12771929.229864065,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,12798394.341385817,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,12892592.912128614,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,12902071.011395475,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,12948350.839490745,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,12958139.514994929,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,12964669.288256384,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,13043449.621409835,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,13055543.737453759,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,13091403.879498277,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,13147247.488575183,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,13175671.577633999,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,13193675.616015345,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13194132.018350819,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,13220549.129042855,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,13268169.158798773,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,13385111.283748772,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,13422903.054025682,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,13468331.587794656,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,13474411.316961816,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,13476034.258046513,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,13545222.411052374,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,13579162.764743546,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,13579180.289406048,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13620586.35636607,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,13629120.997488052,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,13676234.375389446,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,13711437.235251039,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,13747101.04429185,0.1111111111111111
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,13749853.79321612,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,13752424.670681644,0.1111111111111111
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,13765282.145995175,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,13766686.929037875,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,13779676.9910776,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,13914997.239830527,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,14013189.511268815,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,14122243.961551299,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,14145078.427146405,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,14171114.428581005,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,14248123.22929452,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,14261411.750197906,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,14279500.628595471,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,14282315.944490457,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,14472076.828026056,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,14476228.958027611,0.2222222222222222
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,14485107.543607339,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,14718269.130798025,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,14783750.540507911,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,14804684.215244466,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,15008799.986314846,0.1111111111111111
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,15044631.977281673,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,15097815.750003222,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,15104129.053057123,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,15257732.42906525,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,15284259.891897699,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,15317095.467089493,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,15330129.122986846,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,15435845.679474525,0.1111111111111111
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,15457267.288930247,0.2222222222222222
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,15607188.989253871,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,15670883.842618844,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,15704225.972447623,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,15737549.640395511,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,15810258.532502685,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,15818356.040118447,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,15836899.665270764,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,15855731.171962619,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,15882719.514042137,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,15945203.114099471,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,16053966.01226891,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,16109332.529988976,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,16212720.925013237,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,16226293.404912645,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,16267440.032173976,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,16307193.650304601,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,16350302.296082608,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,16413035.682394156,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,16485927.714284627,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,16552671.15997004,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,16685874.117492139,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,16692902.596125484,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,16792809.642280009,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,16856193.052995905,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,16911014.228330508,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,16924793.6491406,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,16944304.538494948,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,16976087.18024369,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,17132764.58782319,0.1111111111111111
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,17162043.851090729,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,17163795.296573367,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,17329510.646738641,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,17329510.646738641,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,17608522.949712213,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,17716226.311391897,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,17716674.001649827,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,17852549.168404944,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,18024444.15912994,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,18192987.521679528,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,18598484.997420762,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,18711959.020208474,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,18718929.579892687,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,18804769.503580946,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,18843819.516471796,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,18876212.826662622,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,18915440.770282961,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,18991713.232695818,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,18992942.5818705,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,19059411.733083207,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,19176496.292298801,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,19266078.093067862,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,19282735.955126852,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,19305059.381592214,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,19341208.459199,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,19443087.048494231,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,19491787.599564314,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,19514435.34025399,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,19536347.945759948,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,19609901.205159541,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,19631302.999842081,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,19657031.098186381,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,19692940.657425363,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,19716583.266692031,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,19823916.026419468,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,20132264.942969669,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,20176547.146283679,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,20450830.374057192,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,20531429.875969302,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,20744612.644810714,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,20766459.237097263,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,20766459.237097263,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,20771240.605808489,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,20821744.562737204,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,20854733.92094272,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,21040940.316961106,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,21114987.090901762,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,21173954.987818856,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,21260827.572656024,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,21285883.90945489,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,21292673.274712268,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,21293988.298862159,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,21326708.864284568,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,21451406.87621516,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,21469725.294765439,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,21685263.864932459,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,21804481.480181873,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,21831750.823213253,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,22020932.518801875,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,22203972.432728875,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,22300387.69960659,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,22520199.560441554,0.2222222222222222
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,22523793.255754877,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,22755321.265748184,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,22811367.502745643,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,22854621.087688729,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,22862608.327950526,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,22997279.11605091,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,23043361.340923551,0.3333333333333333
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,23075534.615132425,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,23205437.805290934,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,23238900.557710595,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,23513088.637313157,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,23519920.916875347,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,23628528.249148756,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,23628528.249148756,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,23711182.507423718,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,23737986.661880787,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,23770181.265703399,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,23878172.92465568,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,24012078.969745006,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,24152341.781263243,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,24184139.022640683,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,24229218.647062663,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,24294480.036057558,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,24296143.328080818,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,24370375.402588081,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,24381753.056313124,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,24494182.137247536,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,24504072.219690673,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,24736844.97111962,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,24793862.354520503,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,24928060.548902992,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,25045402.671737671,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,25163713.484992094,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,25381914.816613697,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,25567216.33974855,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,25752650.26785472,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,25826592.692111928,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,25948323.538336687,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,25956816.525972616,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,25971180.412318736,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,26033519.855253465,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,26093022.468272105,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,26207521.121503256,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,26360649.04755614,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,26387656.683414944,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,26393564.29343551,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,26464706.903049305,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,26501329.060663905,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,26557195.981361009,0.0
