可算得是一段风流佳话,54,这也算是一段风流佳话，
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,9805219.3361637834,0.2
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,9813550.3395030741,0.1
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,9824658.3651190232,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,9827928.7613196336,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,9841874.1176140141,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,9868179.6431042198,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,9922746.1426949296,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,9941044.8772355076,0.1
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,9961099.5499471743,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,9977618.914772395,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,9979920.5092430152,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,10032335.524377089,0.1
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,10044271.626361169,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,10076419.159105174,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,10080302.213216027,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,10087312.927155515,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10095972.08340309,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,10108573.404178623,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,10120746.155543707,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,10140339.018163458,0.1
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,10199731.037770111,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,10221304.455406534,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,10242261.685785046,0.1
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,10251142.916546816,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,10261068.492828425,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,10264039.927234856,0.2
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10277231.175213905,0.1
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10295158.002162162,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,10311041.806986768,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,10335283.077981636,0.1
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,10348709.235727945,0.1
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,10353031.185675263,0.1
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,10355531.076769872,0.0
daxp-ZhiJianTa-WangJiangTing.xml_9,相公你为何不歇息？,10359515.543592207,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10364117.559052043,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,10379722.137185559,0.1
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,10389355.831046661,0.1
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,10405206.592608416,0.1
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,10510240.591240963,0.1
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_1,见玉兔（哇）玉兔又早东升。,10512294.351533277,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,10514492.746129217,0.1
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,10579059.846388217,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10621282.380171241,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,10632487.626042208,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,10681350.088733902,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,10702673.355310375,0.1
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,10718266.857304648,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,10758947.586662516,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,10779273.752363982,0.1
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,10793798.537285229,0.1
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,10851328.311818995,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,10853389.786046244,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,10858962.090357488,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,10889978.637431419,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,10903693.990423335,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,10927867.024290465,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,10937615.567357788,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,10937699.673190171,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,10940574.25864788,0.1
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,10963948.223135209,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,10967703.705608387,0.0
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,10973100.589202376,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,10975128.731796453,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,10984598.663929243,0.1
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,11004205.326432148,0.1
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,11014469.084638203,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,11067102.174063835,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,11076586.737675423,0.1
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,11099579.96516183,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,11104286.742962291,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,11109113.601403808,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,11121949.73970064,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,11211023.311421989,0.2
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,11250956.340119684,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,11266900.766805321,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,11278354.167073572,0.2
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,11287170.699290361,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11302385.224191913,0.0
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,11312072.062127,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,11332203.608571941,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,11353174.146085301,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,11353694.463803275,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,11357555.44134244,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,11360549.594429491,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,11368886.176893899,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,11546685.451766804,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,11563515.667754252,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,11660900.662713926,0.1
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,11740559.328537779,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,11786320.687659089,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,11831680.394004161,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,11848064.675597576,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,11956412.678370113,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,11982977.075388215,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,12056837.427388234,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,12173425.600738749,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,12225128.407800013,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,12276789.69161872,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,12316796.948730495,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,12355162.722278453,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,12362321.415644849,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,12446028.366378132,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12481660.332118152,0.1
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,12487033.235968554,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,12505830.130263578,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,12519340.991403488,0.1
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,12569517.236881495,0.1
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,12570682.541330859,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,12576572.932034802,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,12584114.947888646,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,12594827.72009512,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,12596766.41331879,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,12637609.040088525,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,12665306.988020247,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,12670333.482225666,0.2
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,12680946.696106745,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,12721851.816383533,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,12727312.544514634,0.1
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,12737432.228789371,0.3
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12744927.598355297,0.1
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,12787042.578405574,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,12806719.691317063,0.1
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,12881188.384818327,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,12907930.22363303,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,12908760.866409738,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,12940027.51670097,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,12945307.895451538,0.1
daxp-GuanShiYin-TianNvSanHua.xml_5,好似我散天花就纷落十方；,13024549.273661399,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,13033410.452465074,0.1
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,13096109.673442954,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,13179528.098263748,0.1
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,13303654.858998694,0.1
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,13381942.522845147,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,13381942.522845147,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,13384875.856449926,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,13437002.304025756,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,13465418.74785378,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,13465426.696572986,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,13495481.078080647,0.2
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,13519279.83423656,0.1
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,13599493.442806678,0.1
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,13611310.387167677,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,13619064.262872966,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,13649460.737531418,0.2
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,13686750.829094501,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,13719922.158021543,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,13795597.685019992,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,13881249.14590073,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,13889642.313179707,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,13964174.024642969,0.1
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,13967710.880446797,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,13973310.261868197,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,13992148.587735292,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,14069386.364253629,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,14092572.360905811,0.1
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,14128570.7475683,0.2
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,14146532.349078594,0.1
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,14184118.039148517,0.2
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14230227.797948768,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,14304205.427411908,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,14412320.012458108,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,14418603.109630583,0.1
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,14468669.976688441,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,14497562.596819161,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,14507596.231058216,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,14819958.844017111,0.1
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,14840162.998322686,0.2
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,14846453.093645748,0.2
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,14952288.666866293,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,14996252.365132732,0.2
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,14997772.411767228,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,15019072.585235437,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,15070186.799150594,0.2
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,15151870.049275028,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,15288083.270702381,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,15318972.303598234,0.1
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,15382128.545939825,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,15457459.403140491,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,15553621.489398925,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,15687815.284328641,0.1
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,15847155.654683288,0.1
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,15933858.427930649,0.1
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,15973487.026307963,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,16087697.33422666,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,16405659.000885064,0.1
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,16663047.683490356,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,16699466.614414079,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,16706256.719370967,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,16940468.709974553,0.1
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,16950625.279924087,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,16981647.397524808,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,17150573.413773946,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,17522046.550578382,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,17926973.048795983,0.1
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,17932019.196007807,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,18024818.384132057,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,18068366.28209354,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,18233542.331632316,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,18295802.154531825,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,18305690.361056522,0.1
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,18462099.56702875,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,18717358.13675236,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,18780442.948387656,0.1
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,18793280.091558363,0.1
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,18879809.047533788,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,18900119.919531647,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,18900119.919531647,0.1
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,18914258.106799804,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,18962647.371210996,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,19022396.289734691,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,19239944.233462829,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,19265014.246842731,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,19567181.352147274,0.1
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,19631252.882536821,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,19666770.482485633,0.1
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,19920556.793663997,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,20117504.75476009,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,20813011.747319404,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,21533914.01656324,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,21758711.172484655,0.1
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,22204472.592779245,0.1
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,22539619.243210252,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,22793894.049290307,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,25631988.20679554,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,25764056.24327296,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,26296987.10787309,0.1
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,26827688.80431509,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,27115196.081028644,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,622061048.82948971,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,703227763.34816587,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,754574981.19412804,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,792410020.20022023,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,794719244.02745414,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,841562812.67531741,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,842662882.11322463,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,855819677.30426085,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,885747615.24290216,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,885747615.24290216,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,889199734.06633866,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,896066645.70230532,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,928360045.61059451,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,938351039.20392108,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,942840368.33051312,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,943227888.44509327,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,943366324.63492072,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,972784594.26579404,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1011548492.5456142,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,1063595650.4243836,0.2
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1065610803.2988187,0.1
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,1066850904.0258499,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,1070502953.9853704,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1109619990.6195228,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1116773111.4139161,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1123555993.8224819,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,1141095325.795126,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1156357615.9613187,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,1168155549.9973099,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,1174734455.8381283,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1180235542.8458951,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1197907715.3714788,0.1
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1201004238.6929302,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1214976634.7172112,0.0
