敌血飞溅石榴裙,0,敌血飞溅石榴裙。
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,7788414.3993461384,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,7807296.0893264906,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,7815608.6489262041,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,7817102.3794287993,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,7848266.7278484292,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,7872636.340095669,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,7914199.7324116947,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,7917175.0560928965,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,7935237.7790317181,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,7940503.9264725968,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,7947870.2800681908,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,7979722.1778285149,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,8019386.1390350787,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,8032266.6595421862,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8046173.0982947815,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8061675.8706546454,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,8108024.7402267354,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,8181618.7814949723,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,8194579.3550480027,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,8218420.9776948458,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,8227733.4082418028,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,8230634.0629192311,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,8272236.328714285,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,8299136.3604099527,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8312857.2223521555,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8315715.9220999163,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,8381768.6320998399,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,8385498.2940426292,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,8389710.5361886043,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,8398443.6746470183,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,8429990.2788613122,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,8434080.4358997922,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,8434689.2966555674,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,8441175.8028727826,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,8445794.5942368377,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8495045.8876417428,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,8500351.2198622786,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,8516250.8274743482,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,8531842.6806067601,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,8551014.9072109349,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,8573837.4406126719,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8651479.8182903994,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,8674982.0092727672,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,8699518.0569696426,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,8752686.9539184868,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,8758510.6258525606,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8782207.4914898723,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,8833490.6054870263,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,8856935.2902313154,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,8872795.4388947561,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,8884244.0174519569,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,8898408.3523075953,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,8947722.6934684087,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,8957832.8177487962,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8968879.8465918303,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,8990506.8835895844,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,9028295.6272063963,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,9065145.0466717109,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,9090683.1253611539,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,9101583.5084700044,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9117105.1924937926,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,9232364.1335799657,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,9275497.8338694889,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,9279762.128845714,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,9280600.6630245503,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,9306572.1740134154,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,9310281.9588141963,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,9310429.5886445884,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9397078.8319018334,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,9456971.9757287446,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,9458608.4063188825,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,9516442.4418632295,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,9608158.2980201486,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,9637405.1484055258,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,9668578.4212539569,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9686233.9564686231,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9707551.8421360869,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,9713362.9582570251,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,9714742.5896616355,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,9822492.2322958894,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,9886533.5248584244,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,9900143.0895014517,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,9905432.7379025966,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,9913814.5431472901,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,9956927.8906627037,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,9959790.2358024269,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,9995786.3557173945,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10017545.04637889,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,10022192.400010994,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,10029615.095590591,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,10059776.684583379,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,10059776.684583379,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,10080285.139666198,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10139524.132224469,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10171351.458721589,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,10223578.154212739,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,10297954.017936919,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,10359884.623148201,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,10393584.603451068,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,10419988.474928182,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,10441412.254983278,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,10508343.356971685,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,10542189.446290161,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,10606636.411128739,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,10642497.483140338,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10682897.215174539,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,10724501.02125233,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,10736185.323164264,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,10784187.568167819,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10808515.269161345,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,10914865.488320438,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,10935541.194829805,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10937004.452954553,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,10992261.331065672,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,10996992.194202829,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,11067769.829414105,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,11083429.774934415,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,11089328.887032045,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,11089753.879415028,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,11133736.369313369,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,11181764.940076808,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,11223856.613699611,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,11267742.016869534,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,11369414.085779669,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,11488118.689518329,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,11561782.344673181,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,11610771.476047881,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,11670968.743435379,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,11718622.025780497,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,11737637.324245216,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,11779822.148150703,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,12027725.818731027,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,12106885.357831903,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,12171089.209320486,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,12346155.118982321,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,12549232.050483478,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,12565291.752521625,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,12593412.674659476,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,12613454.938185168,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,12640524.768929793,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,12705765.666840149,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,12770414.096271701,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,12799442.286457215,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,12816794.8553588,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,13024697.639204839,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,13128886.155131014,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,13187941.450678607,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,13507059.208482184,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,13802542.609401572,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,13940270.401062071,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,14147685.668104177,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,14210574.962386813,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,14222705.131527582,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,14333829.914108664,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,14373234.290132673,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,14615844.599128274,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,14628737.531334182,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,14724708.568644783,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,14728947.714404814,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,15273919.325497346,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,15315699.352890996,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,15368301.519000988,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,15395778.936986106,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,15468690.787098475,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,15519426.373712208,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,16291202.857946375,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,16318317.66384292,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,16412687.751109509,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,17259153.609256849,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,17602973.738711115,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,18577741.581298474,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,18579284.209206097,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,19838497.034972783,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,21372679.957426537,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,21562237.460419867,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,33723398.818815187,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,491729206.66594589,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,589824485.32921803,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,618674219.14933836,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,619469987.67008936,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,626530082.0680517,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,651741165.23573899,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,662620841.14107454,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,662636794.45394945,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,668218265.12772727,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,676062898.90386581,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,680359329.05502105,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,685352909.29178274,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,721326387.51939487,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,723050168.080446,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,738925176.85625255,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,760913356.12324405,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,764171795.15231478,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,769194180.47707808,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,771547679.00975335,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,799409522.99475539,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,807034231.06590462,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,807301004.28954101,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,813461826.69955134,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,817656926.49341905,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,819205563.85012722,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,826677320.89045429,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,829564659.9176122,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,838428464.68798769,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,840103452.13039327,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,850248081.14385462,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,851396593.12760007,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,853460690.85680819,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,856749667.5497998,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,863187970.44351983,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,868940710.9324739,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,880348332.15389359,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,880957155.178743,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,885438540.13823891,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,902154390.70852113,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,902765632.28669465,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,902817411.95987773,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,904663525.90265584,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,906313899.73616064,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,910524603.0981859,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,912529462.72059011,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,916489562.17404115,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,920194176.47855103,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,920520733.74586356,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,925638254.51682782,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,927076979.38973284,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,928424187.91352355,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,929846784.10965824,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,933513567.72517848,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,938123635.31517029,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,946020396.1299063,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,954982514.03815269,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,957591276.14531243,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,961524388.31650305,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,966580923.78051209,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,969734001.55417621,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,974820467.35597205,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,975009130.70196748,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,980353067.25152504,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,982612170.15713358,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,984060202.86940062,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,984060202.86940062,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,986449927.9301877,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,986808624.36188006,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,988305368.14945805,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,988934145.1895206,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,991741503.06306386,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,998097232.45001566,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,998279000.60360944,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,999556058.99861789,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1002889094.7625687,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1002970288.1473489,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1007445720.1799251,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,1008125635.6017629,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1009084299.5758153,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1016122497.5620306,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1016742146.922736,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,1016775352.0530956,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1017334276.9972395,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1023607917.930465,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,1024225490.4850402,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1031869605.4475192,0.0
