敌血飞溅石榴裙,0,敌血飞溅石榴裙。
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,7481307.2245653123,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,7484899.0694553824,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,7486515.6627954422,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,7490797.2188437879,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,7514658.4216182772,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,7519171.9593860405,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,7558843.2504773689,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,7577655.7438182645,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,7579099.6282691536,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,7611338.6491465,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,7654227.2137341863,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,7671102.5094377482,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,7678686.8372519156,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,7683647.8802309334,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,7774703.5530153699,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,7779280.8852819996,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,7781479.1916555325,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,7782619.0697439117,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,7787210.6985895298,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,7788466.717707715,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,7795114.4177739061,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,7825156.4056926509,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,7844229.6779670641,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,7846163.6700922111,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,7863752.4443183979,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,7875893.3728279714,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,7886944.4220190467,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,7909751.1921112724,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,7911001.7544801692,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,7957443.5525888922,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,7957661.3128085667,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,7991354.2996078655,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,8011871.4451666037,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,8102211.4284874126,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,8127893.0621431945,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,8130235.5977221457,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8130335.1770740524,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,8140185.0447668526,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,8183943.6020658463,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,8238245.8681646381,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,8263447.0393495634,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,8265186.9484773735,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,8294831.8626451492,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,8323342.8045658004,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,8332197.9594069505,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,8359195.5511219818,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,8382779.9210010245,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,8410868.0665505938,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,8415432.5540085882,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,8426667.2583561931,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,8428569.5656497758,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,8435132.0870685671,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,8468658.1201960668,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,8486304.2039213572,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,8577477.4476058744,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,8658189.8179797009,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,8733317.9473839197,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,8748758.0331462119,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,8786059.2643046807,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,8811526.0904477853,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,8818774.3543657903,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,8843168.4587164484,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,8881895.4555154555,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,8882271.0806861911,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8901334.5335132424,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,8902441.7420231998,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,8915156.9421006273,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,8935137.0077618062,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,8936286.8003191836,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,8984840.0480792988,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,9026433.8679759577,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,9030480.5635784194,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,9044097.8482867368,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9048509.3484475557,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,9052573.618727291,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,9064534.2656740323,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,9090644.8400553651,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,9091249.2953529041,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,9154957.2395000812,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,9230255.8040435128,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,9248050.6539547592,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,9319535.8650023937,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,9326941.3541159723,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,9409453.6370750088,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,9434500.9572402202,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9453990.445480708,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,9555753.0950623732,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,9579730.7331086006,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9591828.3278504815,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,9606456.1142448839,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,9679320.640958393,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,9693883.762690125,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9702169.6257084031,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,9702745.8244412523,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,9723304.2082962394,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,9751116.7130636871,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,9754970.185495086,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,9792966.1070932839,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,9823635.5019501951,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9865453.3730731737,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,9912588.5700965561,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,9964338.1346906647,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,9999877.9330131225,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10013996.555050237,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10124029.306256182,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,10184913.094571313,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10198847.311165765,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,10236825.922785036,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,10316185.390432518,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10324252.151394552,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,10372777.857741075,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,10380768.33460422,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,10388342.780119929,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,10451595.731519001,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,10453209.038557779,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10467597.242825069,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,10515754.16034246,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,10611052.535730509,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10633148.794239862,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,10716000.954974299,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,10727389.860654954,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,10826798.887552153,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,10829544.682974869,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,10962473.67979488,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,11053164.58171678,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,11152874.483458698,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,11266644.993656391,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,11278948.380431406,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,11308361.223613633,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,11391454.73001411,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,11582194.297457026,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,11749218.922773169,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,11749218.922773169,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,12014719.762050048,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,12053385.06527576,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,12139998.467213783,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,12229625.195727097,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,12232285.075486964,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,12272061.078842673,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,12290140.534808258,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,12314099.404153852,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,12402838.411673727,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,12469560.07125959,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,12611450.66041901,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,12706048.26367256,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,12904031.479349062,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,12981252.463572171,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,13014057.773453681,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,13194234.692638075,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,13205945.310720442,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,13253390.456730278,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,13293095.973225024,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,13296311.940358635,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,13309171.611658314,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,13366170.900936864,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,13562548.414611736,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,13591169.074731858,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,13857444.08855186,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,13859650.157348739,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,13922337.029094767,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,14139150.376773799,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,14861230.280224977,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,14958536.208547434,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,14963882.007013997,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,15047394.471003402,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,15057794.348090846,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,15184306.727614805,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,15229389.331864737,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,15656144.471396139,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,16722981.138196606,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,16812821.561860774,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,16945607.985695511,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,17154969.943437438,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,17837564.779122625,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,18464763.377520479,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,18562090.917836633,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,19267373.896432448,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,33203170.689860929,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,120199280.66008313,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,132261657.94345395,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,146917221.30285218,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,152850353.76116973,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,153762094.09115782,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,153813613.99947527,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,157197422.13325685,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,167511433.62331244,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,171477697.29613492,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,175579183.71886563,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,176102517.47974324,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,176676916.2550078,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,177942989.98058921,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,181845036.24481887,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,184723762.01275578,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,189992876.35817838,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,191586198.79079318,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,195006697.51180714,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,196062698.23283482,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,199994747.96284336,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,199995169.73987982,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,200186783.48540503,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,200391331.93541411,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,200644228.36864576,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,201457212.55218613,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,201752256.81670463,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,207200604.6996451,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,208934160.84410119,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,211029503.51487562,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,211187503.13246652,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,211432546.79957896,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,211701752.11787689,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,212356731.75666773,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,212728131.83640015,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,213024654.7233533,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,213162267.28356054,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,216817358.97668964,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,220329908.541293,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,222089217.02600959,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,222230193.13746944,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,226429461.49401885,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,226685068.95817572,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,228147075.82747331,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,231162214.26501924,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,231208705.08945087,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,232013119.81457123,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,234648505.51176679,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,235188003.87188187,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,235713598.94799954,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,237049456.24591559,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,238591340.96180063,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,238717044.43187529,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,238899880.81143755,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,242230462.80813339,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,242258479.64489955,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,242258479.64489955,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,244573959.31753415,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,246581413.43090105,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,247360674.4437544,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,247521551.42900908,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,247936068.56643456,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,249496839.37068859,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,250688098.31912217,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,251037320.82054704,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,251052888.51822096,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,252414498.02241245,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,252493258.69688118,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,253291260.74524233,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,253895028.30531201,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,254355682.55205101,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,254522511.40770608,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,254803741.9357397,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,256528384.58380717,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,256807308.46643767,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,256972843.94960049,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,258411172.78634438,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,258760856.76082823,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,259036713.43109307,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,259557552.85310259,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,260203918.3174338,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,260544151.02118668,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,261312563.87476471,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,262421243.7689057,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,262552387.96315521,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,263479797.95932612,0.0
