种富得富如此报,7,种福得福如此报，
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,12276293.08723155,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,12302168.025043517,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,12322505.736807935,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,12347092.307733826,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,12376391.736102458,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,12420019.437547583,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,12438179.951601099,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,12470336.027486473,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,12517861.469485343,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,12518411.362418542,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,12589198.023881987,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,12605674.292443996,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,12616686.818561437,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,12710199.200388711,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,12711218.765441416,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,12745694.784683099,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_1,见玉兔（哇）玉兔又早东升。,12751910.143640341,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,12759947.456868276,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,12776312.576004505,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,12858356.435735587,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,12858397.294705281,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,12867675.701509479,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,12890043.946391858,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,12902131.306439616,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,12911879.482419023,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,12972703.019797588,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,13028154.424528157,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,13041908.604212895,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,13048475.332608296,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,13055060.809101291,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,13082358.721514663,0.2857142857142857
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,13147116.614387177,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,13159646.395302454,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,13174194.042542858,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,13184552.307816163,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,13191280.262222156,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,13236014.303113196,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,13236247.02012798,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,13236889.406198379,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,13339055.379042566,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,13398463.247112511,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,13488190.217983523,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,13578173.801023928,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,13583352.124475405,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,13591346.420062443,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,13607756.043030227,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,13623466.649281651,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,13646903.109911878,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,13674186.695795838,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,13711473.531631479,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13767202.763362337,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,13774849.138656154,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,13868224.663073974,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,13942711.258362368,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,13957361.165921574,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,13990457.028188849,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,14023064.90183582,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,14027104.18831896,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,14109581.846962506,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,14136479.742228374,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,14283411.424488001,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,14291029.631056016,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,14422886.675425367,0.0
daspd-DuShouKong-WangJiangTing.xml_2,孀居愁苦泪洗面，,14441554.238076244,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,14519980.996946888,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,14584699.724272721,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,14601530.261460535,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,14691677.015204422,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,14717876.679386972,0.2857142857142857
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,14730981.224998126,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,14829502.224978929,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,14846681.485551378,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,14880633.977796182,0.0
daxp-JiaoZhangSheng-HongNiang.xml_1,我步步行来你步步爬。,14969621.787427735,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,14990701.089127377,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,15018907.921160838,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,15042355.987850839,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,15077958.385216417,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,15110036.297221206,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,15145759.588120941,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,15186283.844476441,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,15216527.370261347,0.2857142857142857
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,15234417.321185751,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,15253143.28909749,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,15287098.798691211,0.0
daxp-ZheCaiShi-SuoLinNang.xml_1,不想团圆在今朝。,15287098.798691211,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,15349150.759800719,0.2857142857142857
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,15374675.900141196,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,15439596.259437857,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,15444686.96336621,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,15486858.829092285,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,15486858.829092285,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,15542318.999240667,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,15545040.001638718,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,15576316.612772569,0.14285714285714285
danbz-KanDaWang-BaWangBieJi.xml_3,猛抬头见碧落月色清明。,15658149.047577545,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,15729048.276922321,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,15735425.763201917,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,15744660.911132084,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,15782059.478949096,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,15812164.245265342,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,15824363.466647027,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,15887020.679312609,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,15924811.829419989,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,15925119.538457502,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,15938857.158632079,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,15954352.573715905,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,15962182.208737971,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,16114780.378550975,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,16137404.460198926,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,16138608.464429382,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,16179244.383155117,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,16213224.348687097,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,16223942.635359379,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,16230624.450554296,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,16300814.111462221,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,16341036.091466723,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,16354426.450869555,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,16372390.967225559,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,16380611.866351461,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,16417922.119461574,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,16451910.477016972,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,16487201.417350955,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,16506315.692171732,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,16520794.845022133,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,16544593.549339481,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,16607117.253294373,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,16628012.933721635,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,16638401.002847159,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,16646269.906374557,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,16655224.415216953,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,16693553.838000007,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,16693553.838000007,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,16722044.920806123,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,16757274.011732219,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,16771568.775630943,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,16854216.691608623,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,16878666.215828974,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,16913466.140535954,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,16972197.983412355,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,17005192.294698559,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,17022432.35125922,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,17116615.278189991,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,17155696.686027545,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,17162569.660462525,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,17248225.913321462,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,17258539.645838663,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,17265937.639696024,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,17270135.631641727,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,17273665.754497863,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,17277706.125132397,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,17363288.257708561,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,17363288.257708561,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,17589752.585478757,0.2857142857142857
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,17620544.682444118,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,17814422.542686868,0.14285714285714285
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,17828757.336818174,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,17850593.485786892,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,17883215.961688954,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,17915471.03029339,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,17923083.871887479,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,18009262.245661613,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,18096089.709447224,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,18294981.048328564,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,18298152.111883458,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,18320892.46380955,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,18325757.620258074,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,18408245.210528176,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,18442050.923351862,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,18622440.047416426,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,18675258.630241327,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,18701492.133833889,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,18701492.133833889,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,18815397.945328351,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,18861467.88089826,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,18925504.194220018,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,19158296.727439903,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,19187211.816546619,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,19197883.530257478,0.2857142857142857
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,19240841.513812631,0.0
daspd-DuShouKong-WangJiangTing.xml_1,芳心寂寞有谁怜，,19289664.708579298,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,19398892.838880859,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,19433059.072876457,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,19444573.693868726,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,19452069.765965175,0.0
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,19473542.212368235,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,19529469.839756045,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,19695367.992855165,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,19718988.820948686,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,19785754.811015621,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,19849369.535498977,0.14285714285714285
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,19962283.413981091,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,19991101.094126083,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,20067711.70829032,0.0
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,20367282.461322632,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,20388478.17006477,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,20495909.855663236,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,20499767.093193129,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,20607196.601244949,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,20697130.828509718,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,20739943.483673856,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,20762418.375238005,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,20990557.12853165,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,21080171.718189865,0.0
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,21108769.644162059,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,21620370.844752915,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,21728821.107410766,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,22077189.659061734,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,22077189.659061734,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,22373122.206568792,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,22395152.571750361,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,22395205.844544422,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,22704285.323897541,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,22906175.614109527,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,23407100.268424299,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,23481683.047211692,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,23548994.56014077,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,23893156.002339803,0.14285714285714285
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,23998608.056127291,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,24013162.785704002,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,24193327.657640934,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,24372673.603172205,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,24485857.354634736,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,24807703.646466322,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,25117984.342492867,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,25492895.016035642,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,26857062.075533431,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,27878833.211361349,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,29391538.180200912,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,29919842.72025913,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,30791224.19406819,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,31026341.591972567,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,31308814.275522307,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,54511033.334778748,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,56905188.081263706,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,62704994.016548268,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,77642360.842321202,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,80015241.989358068,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,82985130.649638563,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,84809325.067751706,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,97950703.183277979,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,106962373.36364476,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,110730814.45506595,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,110801405.71052691,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,112994024.64225769,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,117500432.70753449,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,119566731.33084051,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,121819031.0364475,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,123639421.1881478,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,124831218.19268669,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,125246285.90992364,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,125399631.13202398,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,126273440.63603693,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,126549744.21379441,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,126727242.54106849,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,130113856.59333998,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,130821366.97880419,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,132534522.87371109,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,135346584.11144054,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,136997142.91004267,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,138558744.40216526,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,139242756.82629919,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,144498156.86653799,0.0
