善果心花可自豪,0,善果心花可自豪。
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,8680370.9466479365,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,8692857.5427358393,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,8700148.0266357381,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,8740992.9432220329,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,8748107.7883275151,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,8798956.0623359364,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,8812006.8357411996,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,8842164.6765878107,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,8850968.9596214052,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,8851070.3010094594,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,8902704.5745208785,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,8911669.0257323403,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,8916513.281067254,0.0
daxp-ZhiJianTa-WangJiangTing.xml_5,隐情不敢实告妻。,8923058.1582180765,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,8938949.0112970322,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,8939065.5238860436,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,8950752.3749337737,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,8954577.8244572133,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,8955914.1584330667,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8995154.766153371,0.14285714285714285
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,9005855.767325582,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9013303.8973539267,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,9029544.1895550396,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,9055736.0625147354,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,9129862.6818654016,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,9175812.1091759205,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,9236590.5670866873,0.0
daxp-JiaoZhangSheng-HongNiang.xml_0,叫张生隐藏在棋盘之下，,9240108.7381044459,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,9247049.6411586478,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,9252615.9217725713,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9255166.6654021554,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,9275300.1481620092,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,9279308.6334134936,0.0
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,9279995.4433278795,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,9319288.1233780272,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,9340756.5037743915,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,9361559.4530597683,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9362176.1127922349,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,9399619.083387617,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,9417397.6415578108,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,9461254.3530661482,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,9512848.4096018374,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,9519578.9882795215,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,9522500.8418571372,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,9545528.8613988142,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,9653844.1546810232,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,9756310.2793882117,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,9764924.7334005516,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,9767590.474437654,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,9783867.5322519783,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,9787147.3830549363,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,9813419.9125770126,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,9818644.1267658565,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,9826962.0436144434,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,9866487.9366711993,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,9872743.8384744357,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9952356.7805119306,0.0
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,10020825.789484058,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,10026438.243691342,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,10047688.743693715,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,10085694.102403795,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,10147775.483562419,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,10160525.760590825,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,10248715.690815685,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,10312760.167062623,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,10320143.860195745,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10372603.223599883,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,10387733.061076827,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,10464124.828207396,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10486504.565511832,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,10509858.114847125,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,10564330.469293483,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,10583467.613667475,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,10620419.927808417,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10686765.729707321,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,10687439.102011222,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,10698006.717041411,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,10715974.25589381,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,10877487.825859601,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,10968810.160394125,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11005733.089025153,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,11006345.290083252,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,11036497.576683357,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,11094701.350672193,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,11094701.350672193,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,11174571.937076446,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,11188006.85810848,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11256382.569307178,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,11293235.233401226,0.0
daspd-DuShouKong-WangJiangTing.xml_2,孀居愁苦泪洗面，,11403187.009885196,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,11505877.053727116,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,11590578.818992436,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,11618365.25334328,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,11620347.061865626,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,11686086.533008292,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,11761682.426268948,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_1,见玉兔（哇）玉兔又早东升。,11912374.190693224,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,12006820.094812077,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,12056595.696952621,0.0
daxp-JiaoZhangSheng-HongNiang.xml_1,我步步行来你步步爬。,12115861.642674144,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,12149008.290811557,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,12175343.206882037,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,12221379.469925135,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,12252913.501453731,0.0
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,12362413.395714214,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,12414884.611006606,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,12431863.019559532,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,12446009.623937953,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,12457621.401032271,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,12528347.176832967,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,12586412.780143723,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12661722.545858961,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,12706434.798250513,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,12713071.79227517,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,12721625.909997366,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,12838063.264547994,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,12884080.567429131,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,13018341.017915376,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,13056018.521943711,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,13231094.144475102,0.0
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,13240551.282863827,0.14285714285714285
daspd-DuShouKong-WangJiangTing.xml_1,芳心寂寞有谁怜，,13295162.244375845,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,13298086.143371906,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,13302886.993753161,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,13351358.026386464,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,13381118.496066259,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,13466875.193098433,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,13534012.479500726,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,13546184.013631409,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,13584614.770565787,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,13655535.688217955,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13840064.358197168,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13863480.180633066,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,14090863.490339983,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,14150281.689848611,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,14157369.35811526,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,14174619.140951319,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,14221005.179139853,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,14227665.85371157,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,14430762.978376618,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,14434171.922600916,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,14469321.91737497,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,14658248.144441189,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,14736403.975465063,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,14783662.201363765,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,14866316.614380267,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,14867487.883941656,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,14870515.969041694,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,15025445.847791782,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,15077911.567846024,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,15125002.666829323,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,15252916.739918757,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,15289676.92759634,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,15425223.924855905,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,15435414.147231065,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,15522156.53869636,0.14285714285714285
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,15564239.460113807,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,15643103.615159076,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,15741741.096360864,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,15790561.59914759,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,15810990.909470402,0.14285714285714285
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,15826614.255371425,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,15852649.115386533,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,15889587.680425331,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,15905151.600891059,0.0
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,15918923.679912569,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,15984219.459426709,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,16115721.249388745,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,16173491.521561192,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,16180793.203958254,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,16182848.173298787,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,16304061.677917663,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,16386326.625594767,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,16469018.657309769,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,16472256.102387955,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,16507204.989358919,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,16514516.97062584,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,16733288.562063841,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,16814014.366239309,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,16910809.053062119,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,16981523.606783137,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,17103262.094341662,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,17103262.094341662,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,17274314.602294251,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,17310860.288604256,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,17438193.346848179,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,17542317.515221387,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,17631214.449457414,0.0
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,17950068.832059007,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,18108272.754225377,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,18360609.637818713,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,18490584.485914875,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,18512364.580937766,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,18522288.640991852,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,18794941.969321474,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,18848992.452104829,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,18870995.560201652,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,18911829.440313138,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,19022864.364545673,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,19068665.19222362,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,19082337.629240379,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,19103483.485378489,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,19107925.426491972,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,19162465.600021072,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,19571766.783886015,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,19588914.479495019,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,19825628.295663185,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,19851171.766022444,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,19925918.15566719,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,20841741.624712642,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,20865880.997537822,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,21076218.721816953,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,21076218.721816953,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,21110524.698908128,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,21118419.304258641,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,21301736.202790555,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,21359271.501959115,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,21501711.82492641,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,21956858.776929159,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,22146933.841054615,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,22436499.877261765,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,22488975.013985321,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,22658165.610806495,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,23875080.178691395,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,23917782.222725544,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,24726742.340001609,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,24726742.340001609,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,25361730.431091703,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,25495054.279896207,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,26078596.21457687,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,27332672.736884832,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,27621499.718670242,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,28602247.213635899,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,60606889.423108347,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,62066101.288440116,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,70937364.332815275,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,76705254.782446548,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,78252070.248062968,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,79505970.345002681,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,81493496.331626788,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,82302263.527601317,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,84690846.738223225,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,85352294.398830041,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,90413627.089861512,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,91285595.666343197,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,94193179.043851227,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,99563772.830965132,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,103613979.18225069,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,103628189.79520327,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,105999299.39853466,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,106974820.2869153,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,107313665.52009378,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,108232513.39879933,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,109397823.47636661,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,110144214.40669437,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,111475718.07477546,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,113210162.53003018,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,114123229.77534592,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,115917121.8517921,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,116016883.35686299,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,116425964.33313723,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,117726953.3696644,0.0
