猛抬头见碧落月色清明,0,猛抬头见碧落月色清明。
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,6893933.6140122665,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,6906074.5931204436,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,6914843.2219071416,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,6916851.5712776566,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,6918115.8021675386,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,6918193.6059660958,0.0
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,6928320.465712375,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,6928374.5146077713,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,6929185.4455095986,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,6998106.9931636807,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,7008521.7946988652,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,7021352.0119256899,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,7025829.4523843182,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,7061796.6421322403,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,7072562.6878816709,0.0
danbz-KanDaWang-BaWangBieJi.xml_0,看大王在帐中和衣睡稳，,7108900.248801738,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,7109636.1848320784,0.1
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,7115184.3340977719,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,7187403.3908710508,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,7194536.3633827167,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,7211801.6529588206,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,7231881.3889139649,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,7232099.2024400933,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,7285292.4562350223,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,7297922.8411545847,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,7301860.9950364055,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,7309385.418397407,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,7361986.4897496765,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,7374942.170163868,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,7378153.0390215507,0.1
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,7378312.6582639189,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,7380151.1871852381,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,7388135.6075370843,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,7394120.5289941505,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,7423691.7405922208,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,7431067.4517943263,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,7446805.8751950627,0.1
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,7480223.0080101229,0.2
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,7491581.9064368047,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,7492685.3955627205,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,7499836.339375902,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,7535664.9680997897,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,7544161.4005426541,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,7552736.9855474904,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,7569184.1209471943,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,7580174.1920887148,0.1
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,7587169.5735478802,0.0
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,7606556.7684536101,0.1
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,7613949.9060800392,0.1
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,7647493.6218104474,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,7665252.3366001192,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,7677977.3419946153,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,7681497.1939854296,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,7731367.1365332678,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,7734195.0030564461,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,7738787.088442374,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,7746813.4632261517,0.1
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,7747766.5270308787,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,7748494.698945283,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,7753174.2669376889,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,7791927.3196500009,0.1
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,7825055.9901680155,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,7828439.5148060238,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,7857798.8082660586,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,7858186.7205015644,0.1
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,7888431.4422397222,0.1
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,7902613.461704053,0.1
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,7911024.7140017552,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,7940285.6887656692,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,7981786.0290902425,0.1
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,7988434.6976343896,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8083369.3877614997,0.1
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,8084160.3183448287,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,8097693.5667896429,0.1
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,8109069.9001367753,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,8124811.7759383395,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,8129137.490481833,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,8135521.4452074645,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,8141319.4383404097,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,8159515.8750076499,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8163349.238017993,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,8184842.1613563234,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,8195689.4716130607,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,8201319.7715335339,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,8219619.1747600082,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,8232913.0741773676,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,8239212.9988463847,0.0
daxp-ZheCaiShi-SuoLinNang.xml_1,不想团圆在今朝。,8239212.9988463847,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,8330520.1284348927,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,8336267.0246461825,0.1
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,8345090.3679165402,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,8357417.2903574239,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,8393568.0261435695,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,8400562.6416591536,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8410312.624847034,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8442449.9288923852,0.1
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,8476247.954839509,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,8512530.1308775935,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,8541984.8750119135,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,8596473.7842876166,0.1
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,8601523.9691224881,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,8626277.1697209533,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,8636060.0504905004,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,8639298.1638882272,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,8648689.0856489614,0.1
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,8660822.1913776956,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,8664400.7933713309,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,8674711.6407339014,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,8705209.6184272245,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,8738221.7789166514,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,8787793.2956555244,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,8822946.2242509015,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,8829266.6949334331,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,8846362.4698923063,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,8871057.048043767,0.0
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,8876394.9448066056,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,8932532.6549850125,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,8939283.5768327191,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,8973425.659340648,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,8975505.0422178619,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,8981440.1376876328,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,8985882.5719705988,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,9001310.9959278759,0.0
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,9013284.4035178702,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,9063097.7076665349,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,9119974.879393572,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,9129660.205944458,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,9178897.9526566174,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,9195842.6848665625,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,9222906.0466628484,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,9247179.0944826752,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,9255094.0567822605,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,9271252.5056250356,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,9274679.2909460217,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,9307256.9635980874,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9323193.176277779,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,9326331.4513641782,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,9347369.6436532941,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,9354833.0736656282,0.1
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,9405505.4505387489,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,9415691.7397117224,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,9420219.5689492542,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,9499718.6481583919,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,9547780.4228954855,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,9554697.7492818106,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,9568981.0006163232,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,9576469.3496140018,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,9599258.5479266718,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,9603114.5627133138,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,9627243.960097786,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,9630134.2586818784,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,9664131.3583299294,0.1
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,9702525.6164810043,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,9798618.3344299048,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,9830660.7903238628,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,9833855.4461775217,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,9857056.9420984928,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,9930359.6111003906,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,10012224.163063198,0.0
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,10039801.303481631,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,10057731.097419908,0.1
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,10072158.262895811,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,10117672.25599123,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,10120650.72821586,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10163852.639304981,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,10176795.306685891,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,10184879.62660851,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,10240426.69592922,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,10301850.304865733,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,10338105.011316637,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,10393606.696498297,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,10400475.389547879,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,10421297.622652266,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,10539524.19248878,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,10542910.734624999,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,10544012.979528524,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,10640438.782261029,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,10647004.871058438,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,10680085.425430056,0.1
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10862551.644232912,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,10883409.300104901,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,10993303.037774596,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,11031931.186821576,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,11048238.685534511,0.1
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,11051642.132911604,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,11076691.601202194,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,11130486.812489459,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,11212363.533440223,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,11304839.611040022,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,11310713.746378029,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,11332074.566410264,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,11477861.216350667,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,11576956.135556841,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,11576956.135556841,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,11606965.254615987,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,11638196.453828996,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,11641506.281916531,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,11645217.724094206,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,11675957.863513708,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,11731035.358862568,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,11769263.289581435,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,11772620.699584693,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,12216357.533769151,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,12253400.062099837,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,12324212.04104325,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,12498152.071886877,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,12550809.58972411,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,12734216.568506507,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,12883547.199963048,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,12898351.672970798,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,12909459.423194323,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,13274313.412787009,0.1
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,13435574.772283994,0.1
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,13449907.290273771,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,13519795.084750751,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,13581978.038014175,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,14042880.827774726,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14048148.250159021,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,14498060.731258512,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,14870479.685651394,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,14924649.088787589,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,14984270.963435398,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,15096058.537638772,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,15607253.403823543,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,15607253.403823543,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,15894690.654161973,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,16209669.937260117,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,16248095.825020598,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,16718273.911729401,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,17719736.243589651,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,21609467.687470462,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,188520292.85913023,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,189803136.47413546,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,200765206.94845283,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,203657167.14237678,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,205864357.39441305,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,211215402.1796051,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,212521553.12692142,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,213656693.60904139,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,216298165.30602917,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,217868042.68764788,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,225008198.4512051,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,227685643.6995469,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,228035973.8632423,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,228035973.8632423,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,232053536.24327534,0.1
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,236759185.97975025,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,238653568.84308371,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,240847796.56892666,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,240856966.1204389,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,244269219.55823308,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,247146375.74320331,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,252961241.60991195,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,253344813.16775975,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,253955895.1238358,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,255860322.64451271,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,256744344.30009785,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,257019695.32815573,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,258255870.49028224,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,259013488.14703497,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,259572630.26240334,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,263358381.35060644,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,263559474.01079935,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,264988449.88282564,0.0
