寸土怎能够属于他人,6,寸土怎能够属于他人。
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,8787918.152374927,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,8833175.6632097568,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,8850808.6854509376,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,8859412.7457087152,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,8884480.7644104548,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,8895656.1056243107,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,8936008.4505457338,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,8953634.1081357375,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,9014395.1344689485,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,9048584.7455614675,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,9049195.9366853032,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,9058044.6424862556,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,9065643.2547635678,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,9112706.3525612745,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,9142310.1098026596,0.1111111111111111
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,9145080.769223962,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,9156495.9378906805,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,9169299.7775948551,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,9206841.6863850206,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,9234057.2257733028,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,9236796.3910221606,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,9240424.7105911151,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,9275136.5741842575,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,9276669.6134234872,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,9280005.2143237479,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,9366810.9956345875,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,9378642.7138691619,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,9389696.2821088489,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,9396548.1331798993,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,9422170.9213662278,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,9448383.2442569416,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,9471476.629695693,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,9480303.0713599212,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,9500388.9676142242,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,9514329.1061604451,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,9519071.2466709502,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,9534477.5471339412,0.1111111111111111
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,9618152.4327794146,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9640223.4320603814,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,9641824.4555772636,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,9715317.8885356504,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,9721694.7665126827,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,9738406.8934869748,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,9746832.0392243546,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,9748943.0466861315,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,9768069.9009068701,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,9770922.67340542,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,9837783.1996126473,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,9852506.6598091628,0.1111111111111111
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,9887651.1530323587,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,9898990.0309918523,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,9939579.5241869558,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,9952599.8947190661,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,9960803.850445522,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,9960803.850445522,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,10030876.260687433,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,10036272.028359573,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,10040102.520626388,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,10054047.78665093,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,10098954.457006231,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,10162088.630935982,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,10243138.603859613,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,10319225.198904147,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,10328123.634430166,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,10345083.970258133,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,10360078.531504545,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,10369680.036745105,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,10386452.936166594,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,10392942.608999249,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,10526338.849080438,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,10553307.522829525,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,10553362.37410447,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,10555586.18073054,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,10600819.359592682,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,10634162.081169892,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,10665669.638817858,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,10665669.638817858,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,10737285.498668354,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,10764995.949280091,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,10883689.655008374,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,10933754.432491997,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10949283.152349636,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,11010942.275344238,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,11014297.044914447,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,11014297.044914447,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11114908.606877377,0.2222222222222222
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,11121726.182933116,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,11173172.361611117,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,11211602.981293216,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,11228102.673945732,0.1111111111111111
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,11285192.902820967,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,11377782.684668755,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,11381633.114112319,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,11460962.584814049,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,11471985.372425862,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,11544066.518766332,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,11561314.280276751,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,11650408.914949939,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11654926.206396013,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,11687879.370833667,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,11713357.753952073,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,11727357.265828568,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,11734606.033349374,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11769869.299178559,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,11844667.200616855,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11867375.273657365,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,11897157.359585986,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,11999361.214277964,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,12122234.836826552,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,12332338.264168855,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,12403734.082150823,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,12413854.501773125,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,12423031.02777515,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,12471719.792654105,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,12516817.774108468,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,12619907.569989759,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12690023.371520739,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,12927782.645670712,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,12955151.327283045,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,13048382.441591801,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,13198807.322644409,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,13198807.322644409,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,13204887.576072011,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,13248329.822414063,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,13254286.50924754,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,13345408.44882514,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,13383333.174577145,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,13390638.053690137,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,13503748.324761167,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,13523540.831313614,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,13543559.281403124,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,13587336.082156559,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,13600606.357917817,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,13602534.118836414,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,13752300.256954378,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,13853269.818080224,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,14029856.592001172,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,14241061.490453601,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,14257015.809290962,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,14718385.075949606,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,14821800.223159375,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,14919304.293416921,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,15318927.177966101,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,15417983.609192008,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,15848657.786924211,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,15887319.086562047,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,15887690.532778868,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,16015505.352829743,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,16015505.352829743,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,16066401.029029263,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,16103105.281247986,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,16119131.823986651,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,16241407.872998087,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,16242618.548664425,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,16310570.057227971,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,16462790.258665977,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,16509890.496363571,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,16524119.776534269,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,16533532.951662514,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,16580903.135001987,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,16607891.951213144,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,16697975.822978826,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,16849285.16194931,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,16881160.231091183,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,16988140.297242206,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,17433898.562791117,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,17490279.398193121,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,17637550.93018958,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,17706430.691215429,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,18034382.569878023,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,18219360.037730757,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,18293377.476119652,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,18360198.43424809,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,18374707.6723634,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,20588387.101550452,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,22240430.798522964,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,22988738.869237509,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,23035275.966527112,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,23252767.686861698,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,24186618.428187627,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,24637214.544040889,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,24749281.281434502,0.2222222222222222
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,24782103.651746366,0.1111111111111111
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,25730418.312823664,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,25969171.037831634,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,28017193.372598898,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,29282195.840474993,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,29468642.345479835,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,31408558.652998101,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,31408558.652998101,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,32655533.359376408,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,33058665.700505827,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,33078291.284787364,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,33415204.32626529,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,33782560.611591525,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,33840328.999046214,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,34104789.22188101,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,34121312.604479782,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,34372589.59725555,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,34614562.163303591,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,35072110.624150433,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,35873295.881599762,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,35889171.398093984,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,36033328.513865411,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,36033616.684794724,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,36171872.549404725,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,36439163.32662233,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,36552243.414532833,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,37176562.340405673,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,37384608.427887,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,37801958.164490014,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,38394663.248732448,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,38816937.267079405,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,38870908.572866142,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,39949787.643871956,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,39953088.586498156,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,41127689.79964304,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,41462164.191588193,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,41535847.76672145,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,41959497.209060788,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,42345017.812979765,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,42774551.78362824,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,42807679.73399058,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,42808735.193037182,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,42992517.869230807,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,43866005.963875555,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,44127833.148440696,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,44634955.753564775,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,45865755.146434538,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,46265518.96979069,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,46665050.838966981,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,46900167.600896865,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,46982817.367480226,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,47064259.134087071,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,47657487.375377044,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,47909294.862051137,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,47948681.833240874,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,48386695.956337787,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,48432799.065867946,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,48511404.87766131,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,48776297.223365396,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,48796026.171336062,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,48811796.306586042,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,48914796.677239016,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,49367439.647741839,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,49404135.899632476,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,49475992.908707529,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,49526781.511947192,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,49614917.429251514,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,49950073.857469566,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,50116386.009092942,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,50366938.41493278,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,50761453.630377099,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,51114417.866202846,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,51114417.866202846,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,51121312.502891481,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,51397392.034169778,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,51428024.17875205,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,51489893.409920841,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,51744889.919562362,0.0
